,Tweet,Sentiment
317,"""Haloo Sobat Kredibel.",Positif
318,"""@hendrarprihadi @LKPP_RI Siap 86""",Netral
319,"""Dewan Pengurus Apkasi dipimpin Ketua Umum, Sutan Riska Tuanku Kerajaan | @sutanriska memenuhi undangan silaturahmi Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Hendrar Prihadi | @hendrarprihadi yang berlangsung di kantor @lkpp_ri Jakarta, Rabu (09/11/2022… https://t.co/pVddt9UIkU""",Netral
320,"""#KitaMembangunNegeri Dari kita, Untuk Kita, Oleh Kita",Netral
321,"""@RizkyRisksky @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Saya juga sudah bertanya, bagian mana yang anda rasa belum puas terhadap sistem",Positif
322,"""@FajarRSS @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Saya menyebut ""sistem sudah paling transparan"" itu hanya mengutip pendapat anda yang sudah puas dengan sistem yang ada.Jangan lupa, manusia itu bagian dari sistem",Positif
323,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Berarti case closed saya sudah benar dari tadi",Negatif
324,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Pepesan kosong ternyata",Negatif
325,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Kesimpulannya anda memang tidak tau kelemahan sistemnya dimana",Netral
326,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Kalau emang anda tidak tau, ya akui saja tidak tau",Negatif
327,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI 1",Negatif
328,"""@RizkyRisksky @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Anda sudah mengakui sendiri kan sistemnya sudah paling transparan",Positif
329,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI dirasa kemahalan2",Negatif
330,"""@AbdurrasyidRah1 @bakanosan @FajarRSS @RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanye minta @DPR_RI bikin aturan:""Barangsiapa/perusahaan apapun yang impor barang sementara barangnya ada di dalam negeri sendiri, maka akan disita semua aset dan dihukum mati pemiliknya""!Ya kan @BPOM_RI (pengalaman dari kasus obat)!Masak Pak @hendrarprihadi gak berani😁""",Netral
331,"""Ratusan Triliun Dana Pemda Menumpuk di Bank, PSI Dorong Pemda Seluruh Indonesia Realisasi APBD Sebelum Tutup Tahun @psi_id @kokokdirgantoro @DPR_RI@DPDRI @kemendagri @KSPgoid @KemenkeuRI @LKPP_RIhttps://t.co/qsxJryl3aQ""",Netral
332,"""@bakanosan @FajarRSS @RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI @LKPP_RI dimulai di zaman pak SBY, aturan berubah utk disempurnakan mas, nah mgkn plus minus selalu ada, silahkan di tanyakan sama mrka,""",Positif
333,"""@sniperkebon @PartaiSocmed Mgkn @LKPP_RI bisa menjawab keresahan anda""",Positif
334,"""@RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanya ada TKDN mas risky, itu utk melindungin PDN yg tergerus oleh impor2 yg ada""",Positif
335,"""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanya tadi saya ngomong, sistemnya sudah paling bagus",Positif
336,"""@RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Namanya peraturan dimanapun di dunia ini ya peluang adanya kkn itu pasti ada",Positif
337,"""@reanamnesis @PartaiSocmed Nda jelasnya gmn pak, boleh dikasi tau biar jelas Krn spse Uda digunakan dari 2011 malah, klo e katalog Uda mulai dibiasakan sejak 2020, yg nda jelasnya dmn ? Biar @LKPP_RI @eproc_LKPP bisa memperbaiki,""",Netral
338,"""@PartaiSocmed @Agungs22 Bagus undang @LKPP_RI biar jelaskan jadi nda ribet, utk mendapat pencerahan,""",Positif
339,"""@LKPP_RI lupa sertifikat barjas dimana ya min, kami bisa mengeceknya?? Mohon bantuannya terima kasih""",Netral
340,"""LPSE Kota Jambi Telah Mengangkangi Perlem LKPP RI Nomor 12 Tahun 2021 Dengan Dimenangkannya PT",Netral 
341,"""@AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Padahal baru kemarin Jokowi teriak-teriak soal jajaran birokrasi di bawah kepemimpinan Jokowi (juga) soal impar-impor..Tiba-tiba ada orang yang ngomong terlalu tinggi tentang nyenyenye..""",Negatif 
342,"""@PartaiSocmed @jokowi @bpkri @LKPP_RI Harus saya akui dari zaman Soeharto sampai skrg pasti ada yg seperti itu bung, cuma utk meminimalkan pasti dgn diperbarui nya aturan2 yg ada, sehingga semakin bisa ditekan yg kurang baik itu bung,plg TDK mempersempit, satu lagi bung rup jg terbuka utk umum Lo ya, jd smua org tau""",Positif 
343,"""@AbdurrasyidRah1 @jokowi @bpkri @LKPP_RI Ini bukan masalah percaya tidak percaya tapi tentang fakta",Netral 
344,"""@PartaiSocmed @jokowi @bpkri @LKPP_RI Jadi gmn ? Klo anda nda percaya payung hukum yg ada, mesti gmn biar Indonesia ini aman, tanpa ada KKN lagi, dan mesti seterbuka apa lagi pengadaan barang dan jasa, apa seperti dizaman Megawati yg auto tunjuk langsung ?""",Netral 
345,"""@AbdurrasyidRah1 @jokowi @bpkri @LKPP_RI Loh kok minta solusi pada kami?""",Netral 
346,"""@PartaiSocmed Jadi yg aman menurut anda gimana dalam pengadaan barang dan jasa, payung hukumnya mesti gimana ? Biar @jokowi dan @bpkri serta @LKPP_RI bisa lebih transparan, jd produk hukumnya jelas""",Netral 
347,"""Bappenas @BappenasRI , BPKP @BPKPgoid , LKPP @LKPP_RI , serta sejumah pemerintah daerah best practices antara lain Pemerintah Provinsi Jawa Barat @humasjabar , Pemerintah Provinsi Jawa Tengah @bpsdmdjtg @provjateng ,....""",Positif 
348,"""LKPP RI Kembangkan Sistem Robot AI, Bisa Gantikan Kerja Pegawainya https://t.co/komjc5XVCb""",Positif 
349,"""@brin_watch @AchsanulQosasi @bpkri @jokowi @msaid_didu @fadlizon @mazzini_gsp @CNNIndonesia @detikcom @MataNajwa @KPK_RI @antikorupsi @gibran_tweet @kaesangp @aniesbaswedan @NephiLaxmus @aik_arif @bintangemon @sudjiwotedjo @zarazettirazr Kalo 10% pegawai brin bareng-bareng lapor ke @KPK_RI , @bpkri , @BPKPgoid  @LKPP_RI  masa iya nggak viral, jml pegawai sektar 15rban...""",Wrong
350,"""Kepala Biro Hukum, Organisasi dan Sumber Daya Manusia Suharti menyampaikan selama ini LKPP memastikan seluruh layanan LKPP baik sarana, prasarana, pengelola layanan dan pengaduan dalam posisi prima, berfungsi dan siap melayani pengguna layanan.""",Netral
351,"""Penilaian tersebut dilakukan dengan menilai kondisi secara komprehensif untuk memperoleh hasil akhir berupa Opini Pengawasan Pelayanan Publik.""",Netral
352,"""Oleh karena itu, dalam rangka upaya pencegahan maladministrasi terhadap pelayanan publik di lingkungan LKPP, Rabu (2/11), Ombudsman RI melakukan penilaian penyelenggara pelayanan publik Tahun Anggaran 2022""",Positif
353,"""Jakarta - Sebagai penyelenggara pelayanan publik, LKPP terus berupaya memberikan layanan yang berkualitas dan prima guna mewujudkan tata kelola pemerintahan yang bersih, efektif, demokratis, terpercaya, transparan dan akuntabel",Positif
354,"""#LKPP RI Sebut Sudah Beri Keterangan Pada KSP Soal Beda Data PDN #KlikRMOLhttps://t.co/K3rCedz0E2""",Netral
355,"""Halo sobat pengadaan..mimin ada info nih setiap hari rabu pukul 09.30 LKPP menyelenggarakan orkestra JF ppbj lebih jelasnya simak infografis berikut ini Sumber : LKPP RI#ukpbjjepara #ukpbj#pbj #pemkabjepara#jepara https://t.co/uFsQYrdCNK""",Positif
356,"""Ssst.",Positif
357,"""Untuk informasi lebih lanjut, Sobat Kredibel dapat menghubungi:Telepon/WA : 08119182444 / 081311492980Email : pusdiklat.lkpp@gmail.comKami tunggu partisipasinya ya Sob..Terima kasih.""",Positif
358,"""3",Netral
359,"""2",Positif
360,"""Sobat Kredibel yang dapat mengisi kuesioner harus memiliki kriteria sebagai berikut:1",Netral
361,"""Halo Sobat KredibelKali ini LKPP membutuhkan bantuan sobat kredibel untuk mengisi Survei Kebutuhan Diklat Program Pelatihan bagi Sumber Daya Manusia Pengadaan Barang/Jasa.Yuk isi survei tersebut melalui tautan: https://t.co/CsnVmCgJbV atau scan barcode pada info berikut: https://t.co/nwOKH1eEOt""",Positif
362,"""Sosialisasi Implementasi Katalog ElektronikLingkup Pemda Kab",Netral
363,"""@LKPP_RI @hendrarprihadi Salam sukses selalu mas Hendi tetap semangat LKPP HEBAT  bila mas Hendi yg bergerak memimpin setelah itu lanjut pimpin DKI TUK calon gubenur nya pak Joko Wi dan DPP PDIP serta DPD PDIP tlng beri rekom tuk Hendrar Prihadi agar bisa memimpin DKI JAKARTA sebagai GUBENUR .""",Positif
364,"""@hendrarprihadi @saktitrenggono @LKPP_RI @kkpgoid Titip produk olahan ikan ibu2 pesisir pak 😁""",Positif
365,"""@brin_watch @AchsanulQosasi @bpkri @jokowi @msaid_didu @fadlizon @mazzini_gsp @CNNIndonesia @detikcom @MataNajwa @KPK_RI @antikorupsi SiPalingPBJ @LKPP_RI summon""",Netral
366,"""#LKPP RI akan Dukung KKP Tingkatkan Belanja Produk Dalam Negeri #klikRMOLhttps://t.co/SaU8NWVjwH""",Positif
367,"""@hendrarprihadi @saktitrenggono @LKPP_RI @kkpgoid Sehat trus pak hendi""",Positif
368,"""Hari ini bersama Pak Menteri @saktitrenggono — Alhamdulillah @LKPP_RI dan @kkpgoid punya semangat yang sama dalam mengoptimalkan pengadaan pemerintah sebagai daya ungkit ekonomi nasional",Positif
369,"""@hendrarprihadi @LKPP_RI @USMjaya ✅""",Positif
370,"""Hari ini @LKPP_RI resmi bekerjasama dengan @USMjaya dalam hal pendidikan, penelitian dan pengabdian masyarakat — dan ini menjadi bagian dari konsistensi untuk terus menjalankan konsep #bergerakbersama https://t.co/CK5boF4SBY""",Positif
371,"""@ChandlerGuo @5DgamingZA @jkhowland @LKPP_RI 0x8b55c0e1e12eE3b9Ce0ee895070F340e3d825b41""",Netral
372,"""@ChandlerGuo @5dgtaOyRSYO214K @jkhowland @LKPP_RI 0x7172F4f197d2Cb7c5cE99cFf4BFA0Bc2C5219F2E""",Netral
373,"""@jpnncom CC :Kepala @LKPP_RI pak @hendrarprihadi""",Netral
374,"""Hal tersebut diharapkan menjadi sumbangsih kita bersatu dan bangkit bersama demi melanjutkan perjuangan para pahlawan terdahulu untuk kehidupan berbangsa dan bernegara yang lebih baik",Positif
375,"""Kini, sumpah pemuda dimaknai bukan hanya sekadar seremonial namun sebagai nilai patriotisme, gotong-royong, persatuan dan kesatuan, serta tanggung jawab kita sebagai pemuda-pemudi yang harus terus dijaga.""",Positif
376,"""94 tahun silam Sumpah Pemuda berikrar, kini pemuda Indonesia mengalahkan ego masing-masing dengan satu tujuan bersama yakni turut memperjuangkan kemerdekaan bangsa Indonesia.""",Positif
377,"""Makna sumpah pemuda dalam momentum itu dianggap sebagai semangat menegaskan cita-cita berdirinya negara Indonesia, yakni ikrar bertanah air satu, berbangsa satu, dan berbahasa satu bahasa Indonesia.""",Positif
378,"""Haloo Sobat Kredibel..Kala itu, para pemuda Indonesia bersusah payah memperjuangkan kemerdekaan Indonesia hingga rela berkorban jiwa raga untuk merebut tanah air dari tangan penjajah.""",Positif
379,"""Upacara tersebut dipimpin langsung oleh Sekretaris Daerah (Sekda) Kota Semarang, Ir.Iswar Amminudin, MT dan turut dihadiri oleh Kepala Lembaga Kebijakan Pengdaan Barang/Jasa Pemerintah (LKPP) RI, Dr",Positif
380,"""KiniWahai Pemuda Pemudi, tetaplah berpaduKarena ikrar itu harus tetap diseruSemangat itu harus tetap menderuUntuk Indonesia yang lebih majuSelamat Hari Sumpah Pemuda ke-94Kepala LKPP - @hendrarprihadi https://t.co/IgjqYPiZwP""",Netral
381,"""DuluPemuda Pemudi berikrar, bersatubertumpah darah untuk tanah air yang satumenjunjung dan berbangga untuk bahasa yang satumeraih kemerdekaan untuk bangsa yang satu#LKPP#SumpahPemuda""",Positif
382,"""@hendrarprihadi Saya melihat kepemimpinan bapak di Semarang sangat bagus, dan kini menjadi kepala @LKPP_RI ",Positif
383,"""Alhamdulilah mendapatkan penetapan dari LKPP RI",Positif
384,"""Hendrar Prihadi Minta ASN LKPP RI Kurangi Kegiatan Rapat, Ini Alasannya https://t.co/PNrNFfVnnf""",Positif
385,"""@hendrarprihadi @LKPP_RI Masih dipantau alie sesay Pak 🙏 https://t.co/7nkQMZsxrf""",Positif
386,"""@hendrarprihadi @LKPP_RI Bang HendiSiapa yang suka melotot2??Siapa namanyaBesok biar saya culek MATA nya""",Netral
387,"""Launching tersebut disaksikan secara langsung Menteri PAN RB Abdullah Azwar Anas.Harapannya, core value ASN dapat diimplementasikan dengan baik di lingkungan LKPP#LKPP#SalamPengadaan""",Positif
388,"""Haloo Sobat Kredibel..LKPP baru saja menandatangani komitmen core values ASN BerAKHLAK dan launching e-book ASN dan fitur pada aplikasi eoffice, Selasa (25/10) bersamaan dengan kegiatan Rapat Koordinasi ASN di Lingkungan LKPP",Positif
389,"""@F_ArielStiaptra @LKPP_RI Javorvic pripun niku? —""",Netral
390,"""@dimaskerik1 @LKPP_RI Njeh siap —""",Netral
391,"""@hendrarprihadi @LKPP_RI UU ASN tidak berlaku di TNI - TNIAU, belum ada Pejabat Pemerintah RI yg perduli",Positif
392,"""@LKPP_RI @hendrarprihadi yaaaaa iyaaaaaaa iyaaaaaaa.....""",Netral
393,"""Dorong Transformasi LKPP RI, Hendi Minta Kurangi Rapat Tidak Penting https://t.co/iWJipiTyvH""",Netral
394,"""@hendrarprihadi @LKPP_RI info balbalan pak...🙂""",Netral
395,"""@hendrarprihadi @LKPP_RI Berdasakan data @KPK_RI dan penegak hukum lain, PBJ seringkali menjadi sarana dan sumber Tipikor",Positif
396,"""@hendrarprihadi @LKPP_RI Yoohhhhh..isooo Yohhhh""",Netral
397,"""@hendrarprihadi @LKPP_RI Sat set das des kerjo cepat n rebes, tetap semangat dan sehat selalu mas Hendi 👍🇮🇩""",Positif
398,"""@hendrarprihadi @LKPP_RI Siap Bapakku..",Positif
399,"""""Maka dengan begitu saya minta ada tiga hal yang menjadi perhatian agar LKPP menjadi lembaga yang dinamis, yaitu respon yang cepat, inisiatif yang tinggi, dan berkesinambungan,"" tutup Kepala LKPP RI tersebut.""",Netral
400,"""Di sisi lain, Hendi pada akhir pengarahannya berharap, semangat transformasi pola kerja yang disampaikannya dapat mendorong LKPP RI menjadi lembaga yang dinamis.""",Netral
401,"""Terlebih bagi dirinya yang masuk kategori milenial, semangat fleksibilitas kerja yang dibawa Hendi dapat meningkatkan produktivitas kerja",Positif
402,"""Adapun salah satu ASN di LKPP RI, Mukti Herlambang mengaku antusias dengan pola kerja baru yang dibawa Hendi",Positif
403,"""""Jangan sampai ada hubungan yang atas nginjak yang bawah, ini nggak boleh di LKPP,"" pungkasnya.""",Positif
404,"""Bahkan Hendi berkali - kali mendapat tepuk tangan dan teriakan riuh ketika melakukan beberapa penekanan dalam pengarahan yang diberikannya",Positif
405,"""""Di zaman periode ini, nggak perlu kita sering rapat, nanti malah waktu kita habis buat rapat,"" tegas Hendi.Sejumlah arahannya terkait transformasi pola kerja itu pun mendapatkan respon positif dari seluruh ASN di lingkungan LKPP RI yang hadir saat itu.""",Positif
406,"""Menurut Walikota Semarang periode 2013 - 2022 itu, LKPP RI saat ini tidak hanya diharapkan untuk meningkatkan transparansi pengadaan, namun juga memaksimalkan manfaat pengadaan sebagai daya ungkit ekonomi Indonesia.""",Netral
407,"""Hendi pun menyampaikan bahwa permintaannya untuk mendorong transformasi pola kerja tersebut karena bertambah besarnya tanggung jawab LKPP RI.""",Positif
408,"""Pasalnya menurut dia cukup banyak rapat di LKPP RI yang justru menyita waktu kerja",Positif
409,"""Pria yang akrab disapa Hendi tersebut bahkan secara khusus meminta untuk LKPP RI pada eranya mengurangi kegiatan rapat yang tidak terlalu penting.""",Posit
410,"""@LKPP_RI @hendrarprihadi Semoga saja benar.1",Netral
411,"""Haloo Sobat Kredibel..Tahukah kamu? Sejak resmi dilantik sebagai Kepala LKPP ke-6, Hendrar Prihadi atau yang kerap disapa Hendi memiliki Tiga Arah Kebijakan baru untuk LKPP.Apa saja Tiga Arah Kebijakan tersebut? Yuk simak infografik di atas! #LKPP#KawalPengadaan https://t.co/RV1y27P0QR""",Positif
412,"""@hendrarprihadi @LKPP_RI Jos gandos 👍🇮🇩""",Positif
413,"""@Nasikin_MA @hendrarprihadi @LKPP_RI @laporhendi Iya, rmhnya dl di Perum Perwira Diponegoro",Netral
414,"""@syahirularif @hendrarprihadi @LKPP_RI @laporhendi Loh, pak Kecuk itu kakaknya pak Hendi? 🤔Saya malah baru tahu 🤦""",Positif
415,"""@Nasikin_MA @hendrarprihadi @LKPP_RI @laporhendi Mirip kakaknya mas Hendi, alm.bp Kecuk Hendraryadi (politikus Golkar dan prnh jd Anggota DPR Golkar), Ramah dan semanak",Positif
416,"""@syahirularif @hendrarprihadi @LKPP_RI @laporhendi Memang pak @hendrarprihadi ini orangnya grapyak semanak",Positif
417,"""@Nasikin_MA @hendrarprihadi @LKPP_RI @laporhendi Msh Pejabat Baru",Positif
418,"""@hendrarprihadi @LKPP_RI Pak mantan walikotane kang @syahirularif ini memang jos 👍Di Semarang ataupun di Jakarta kinerjanya tidak berbeda 😊Tetap melayani dgn sepenuh hati 👍Tapi sayangnya @laporhendi cuma di kota Semarang, gak buka cabang di @LKPP_RI 🤭""",Positif
419,"""@hendrarprihadi @LKPP_RI Salam Pak @hendrarprihadi , saya salah 1 pelaku UMKM dari kota Semarang",Wrong
420,"""Walaupun @LKPP_RI adalah lembaga kebijakan, tapi semangatnya tetap harus melayani — https://t.co/i00YZkrAdi""",Netral
421,"""Terkait hal itu, Hendi pun berharap ada masukan - masukan strategis yang dapat diberikan TNI dalam penyusunan draft yang tengah dikerjakan.""",Netral
422,"""Di sisi lain, dalam pertemuan tersebut Hendi juga mengangkat soal salah satu fokus lembaganya yang sedang menyusun draft Rancangan Undang - Undang Pengadaan Barang/Jasa.""",Netral
423,"""""Jadi intinya terserah mas, pada intinya kami akan mencatat saja, apa yang harus kami siapkan",Netral
424,"""""Maka dari itu saya rasa perlu datang dan dapat arahan, untuk menyiapkan apa yang menjadi tugas saya, dan saya membawa tim pengadaan saya, ini ada asrenum, asisten logistik, dan PPK,"" tegas Jenderal Andika.""",Netral
425,"""Untuk itu agar dapat terselenggara dengan baik, Panglima Andika pun meminta adanya koordinasi antara LKPP dan TNI guna mematangkan persiapan kegiatan.""",Positif
426,"""Terkait harapan Hendi itu sendiri, Jenderal Andika Perkasa pun merespon positif",Positif
427,"""""Maka jika hari ini PR kita meningkatkan pemakaian produk dalam negeri, saya harap TNI juga mengambil perang yang berkesinambungan,"" tegasnya.""",Positif
428,"""""Keberhasilan bangsa ini dalam melewati ujian - ujian yang ada, terakhir termasuk penanganan pandemi covid-19 yang cepat, itu karena adanya peran TNI dan juga POLRI,"" ungkap Hendi.""",Positif
429,"""Lebih lanjut, Hendi dalam pertemuan tersebut mengungkapkan apresiasinya kepada TNI yang selalu mengambil peran strategis dalam penanganan berbagai permasalahan di Indonesia.""",Positif
430,"""Pertemuan tersebut diagendakan untuk membahas sejumlah isu terkait sinergitas TNI dengan LKPP RI",Netral
431,"""Kepala Lembaga Pengadaan Barang/Jasa Pemerintah (LKPP) Republik Indonesia, Hendrar Prihadi menerima kunjungan Panglima TNI, Jenderal Andika Perkasa di kantornya, Epicentrum, Kuningan, Jakarta, Senin (24/10)",Netral
432,"""@hendrarprihadi @LKPP_RI Bismillah biidznillah..manfaat kagem sedoyonipun,PakHend""",Positif
433,"""Mantap Pak @HendrarPrihadi.Semoga belanja produk dalam negeri semakin 📶⤴️,kualitas lelang makin 🆙@LKPP_RI sinergi#BergerakBersama #TNI.""",Positif
434,"""@hendrarprihadi @LKPP_RI Mantap #BergerakBersama 👍""",Positif
435,"""siap laksanakan Panglima! 🇮🇩 @LKPP_RI #BergerakBersama TNI https://t.co/yW5CoOpCYc""",Positif
436,"""Oleh karena itu, saat ini LKPP langsung bertanggung jawab kepada Presiden RI.Perubahan-perubahan tersebut sejalan dengan arahan Presiden RI Joko Widodo dalam rangka percepatan pertumbuhan ekonomi nasional melalui digitalisasi pengadaan.#LKPP #KawalPengadaan""",Netral
437,"""Selain perubahan nomenklatur, perubahan tersebut terdapat pada penghapusan Pasal 4 Perpres 106/2007 yang menyebutkan bahwa dalam melaksanakan tugas dan fungsinya, LKPP dikoordinasikan oleh Menteri Negara Perencanaan Pembangunan Nasional.""",Netral
438,"""Untuk itu, dengan adanya perubahan tersebut, Kepala LKPP Hendrar Prihadi melantik Pejabat Pimpinan Tinggi (PPT) Madya di Lingkungan LKPP pada Senin (24/10)",Positif
439,"""Dalam Perpres 93/2022 LKPP tersebut terdapat perubahan nomenklatur pada Deputi Bidang Monitoring-Evaluasi dan Pengembangan Sistem Informasi menjadi Deputi Bidang Transformasi Pengadaan Digital",Netral
440,"""sebagaimana yang tertuang pada Peraturan Presiden Nomor 93 Tahun 2022 Tentang Perubahan Kedua atas Peraturan Presiden Nomor 106 Tahun 2007 Tentang Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (Perpres 93/2022).""",Netral
441,"""Haloo Sobat Kredibel..Menindaklanjuti arahan Presiden RI Joko Widodo tentang transformasi digital pengadaan barang/jasa, Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah atau LKPP mengubah nomenklatur salah satu kedeputiannya https://t.co/MSaycplKv3""",Positif
442,"""@LKPP_RI https://t.co/UMRVky0uNh""",Netral
443,"""@umbicrypto @bakanosan @pnsdaerahjelata @LKPP_RI Yawda, gw umpetin yg ini dulu klo ada auditPake mbp aja biar low key""",Positif
444,"""@saroenghidjaoe @bakanosan @pnsdaerahjelata @LKPP_RI Ya ini non tkdn https://t.co/QiosXCNNPG""",Positif
445,"""@bakanosan @umbicrypto @pnsdaerahjelata @LKPP_RI Agak CEpat Rusak https://t.co/omhRTNGGmx""",Negatif
446,"""@umbicrypto @pnsdaerahjelata @LKPP_RI Harusnya Axioo nihh!!!""",Positif
447,"""@LKPP_RI Konten ini menjadi pegangan banyak Arsitek  , bahwa konten ini bertentangan dengan UU no 2 thn 2017 ttg Jasa Konstruksi dan di perjelas dengan Permen PUPR no 8 thn 2022 ( 1 agustus ) yg menegaskan setiap Tenaga Kerja Konstruksi ( TKK ) wajib / dibuktikan dengan SKK""",Positif
448,"""@pnsdaerahjelata @umbicrypto @LKPP_RI Wkwwkwk woyyyy""",Positif
449,"""The final day of USTDA’s #GlobalProcurementInitiative workshop offered engaging sessions such as ""Contract Management"" and ""Transitioning to a Best Value System.""   We thank @LKPP_RI for their partnership on the USTDA workshop in #Jakarta, #Indonesia",Positif
450,"""@hendrarprihadi @LKPP_RI Saat ini korupsi semakin rapi bro?""",Netral
451,"""@hendrarprihadi @jokowi @LKPP_RI Semangat Pak @hendrarprihadi  ..",Netral
452,"""@hendrarprihadi @jokowi @LKPP_RI Wong Genuk...""",Netral
453,"""@hendrarprihadi @jokowi @LKPP_RI Pak Hendi mohon untuk syarat Sertifikat TKDN, (untk sementara) Bisa mengunakan surat keterangan/Pernyataan bahwa produk tersebut diproduksi/memiliki pabrik di Indonesia.Karena tidak semua prduk dalam negeri memiliki sertifikat TKDN""",Netral
454,"""@PNS_Ababil PR berat Mas @hendrarprihadi @LKPP_RI""",Positif
455,"""@LKPP_RI @hendrarprihadi Mantul....sehat sll mas tetangga Lempong.AAMIIN.""",Positif
456,"""@LKPP_RI @hendrarprihadi @hendrarprihadi semoga tetep sehat n selalu memegang amanah yg sdh diberikan..amin""",Positif
457,"""@hendrarprihadi @jokowi @LKPP_RI Mobil listrik sdh masuk e katalog belum pak ?""",Netral
458,"""@hendrarprihadi @jokowi @LKPP_RI Pak wali tetep jd wali gasi?""",Netral
459,"""@hendrarprihadi @jokowi @LKPP_RI Menawi enten tiyang mriku jomblo saget dicomblangipun kalih kulo pak 😅🙏🏻""",Netral
460,"""@hendrarprihadi @jokowi @LKPP_RI Batik e sae Pak hehehe""",Netral
461,"""@hendrarprihadi @jokowi @LKPP_RI Baiknya sih sekalian bikin siaran pers, dan kalau perlu iklan gitu, biar makin banyak yg tau abis ngelapor.""",Positif
462,"""@hendrarprihadi @jokowi @LKPP_RI Selamat Kas...Hati"" ini amanah.""",Positif
463,"""@hendrarprihadi @jokowi @LKPP_RI pak Hendrar...nanti ikut nyalon pilkada DKI Jakarta ya pak??😁👌""",Positif
464,"""@hendrarprihadi @jokowi @LKPP_RI Izin yanya pak,memang tugas bapak apa aja yah""",Netral
465,"""@hendrarprihadi @jokowi @LKPP_RI semoga lancar, Pak""",Positif
466,"""@hendrarprihadi @jokowi @LKPP_RI Tetap semangat dan sehat selalu mas Hendi dalam bekerja 👍🇮🇩""",Positif
467,"""@hendrarprihadi @jokowi @LKPP_RI aku gèloaku biso opo,aku mung biso ndèndongo,mugi Gusti Illahi Rabbi tansah pèparing kasarasan ugi karahayon dumatèng Kas @hendrarprihadi Aamiin 🤲""",Positif
468,"""@hendrarprihadi @jokowi @LKPP_RI Semangat pak Hendy.....semoga produk "" dalam negeri bisa menjadi tuan dinegeri sendiri""",Positif
469,"""@hendrarprihadi @jokowi @LKPP_RI 😩😩 bapak wis gak di Semarang lagi to..??Aku ketinggalan berita ki..Sukses selalu Pak Hendi..",Netral
470,"""@hendrarprihadi @jokowi @LKPP_RI Manstab pak wali...",Netral
471,"""@hendrarprihadi @jokowi @LKPP_RI Ikut bangga , amanah jalankan tugas ya pak 🙏""",Positif
472,"""@LKPP_RI @hendrarprihadi UMKM bangkit, Indonesia Maju 🇮🇩""",Positif
473,"""@hendrarprihadi @jokowi @LKPP_RI Pantas Bapak di tunggu di GOR Satria gak ada, ternyata lagi di Jakarta.""",Netral
474,"""@hendrarprihadi @jokowi @LKPP_RI Byk industri kecil susah u masuk e catalog tidak semudah mcm e commerce terlalu byk protap regulasi yg ga mudah dipahami,""",Negatif
475,"""@hendrarprihadi @jokowi @LKPP_RI Mantappp pak Hendi...sukses selalu ya pakkkk....""",Positif
476,"""@hendrarprihadi @jokowi @LKPP_RI mugi Gusti Illahi Rabbi tansah pèparing kasarasan ugi karahayon dumatèng Kas @hendrarprihadi Aamiin 🤲""",Positif
477,"""Dalam arahannya, Presiden RI menyampaikan arahannya kepada Kepala LKPP agar segala kendala yang dihadapi dapat disampaikan langsung kepada Presiden RI",Netral
478,"""Haloo Sobat Kredibel.",Positif
479,"""@hendrarprihadi @jokowi @LKPP_RI Nderek bingah sakniki Njenengan lapornya langsung ke Pak  Jokowi""",Posit
480,"""@hendrarprihadi @LKPP_RI tèrus tèrang aku gèlo,tapi aku yo iso opo,paling mung iso ndèndongo karo Gusti Illahi Rabbi mugi Kas @hendrarprihadi tansah pinaring kasarasan ugi karahayon dumatèng Gusti Illahi Rabbi,AamiinYaaRabb  🤲""",Positive 
481,"""@ellandaroma @hendrarprihadi @LKPP_RI Masuk...sambil leyeh leyeh🤣🤣🤣""",Positive 
482,"""@hendrarprihadi @LKPP_RI Semangat pagi pak""",Positive 
