Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1445,pub.1110881746,10.1016/j.acvdsp.2018.10.275,,,Radiotherapy-induced cardiotoxicity in breast cancer patients: New approaches of early detection and prediction based on cardiac imaging and circulating biomarkers (European MEDIRAD EARLY-HEART study),""Background Radiotherapy (RT) plays a major role in breast cancer treatment. However, RT has been linked to long-term cardiac diseases. Therefore, detecting early signs of cardiotoxicity and determining the relationship between radiation dose to specific cardiac structures and subclinical cardiac changes is crucial for primary/secondary prevention. Purpose The EARLY HEART study aims to identify and validate new cardiac imaging and circulating biomarkers of radiation-induced cardiovascular changes arising in the first 2 years after breast cancer RT and to develop risk models integrating these biomarkers combined with precise dosimetry of cardiac structures. Methods EARLY HEART is a multicenter prospective cohort study that will include 250 unilateral breast cancer women aged 40 to 75 years treated with RT without chemotherapy and followed for 2 years. Baseline (before RT) and follow-up data (at the end of RT, RT+6, RT+24 months) include cardiac imaging measurements and circulating biomarkers. Myocardial deformation is evaluated with myocardial strain imaging (2D-speckle-tracking echocardiography). Cardiac magnetic resonance imaging is performed to detect subtle changes in cardiac function and structure. Cardiac computed tomography is performed to evaluate coronary artery lesions. Patients’ RT radiation dose is evaluated for the following cardiac structures: whole heart, left and right atrium, left and right ventricles, strain segments of the left ventricle and coronary arteries. Dose-response relationship will allow modeling radiation-induced occurrence and evolution of subclinical cardiac lesions and biomarkers in order to develop early cardiotoxicity prediction models. Results Five European centers are currently recruiting patients and end of follow-up is foreseen for 2020. Conclusion Based on emerging research in advanced imaging modalities and biomarkers, this study will allow enhanced detection and prediction of early cardiotoxicity and patients’ care."",,,Archives of Cardiovascular Diseases Supplements,,,,2019-01,2019,,2019-01,11,1,124-125,All OA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1311,pub.1137607159,10.1055/s-0041-1729481,,,Primary Systemic Therapy for HER2/Neu-Positive Operable Breast Cancer Increases the Number of Breast-Conserving Surgery and Disease-Free Survival: Retrospective Cohort Analysis at Single Institution,""Objective The aim of this study was to evaluate the efficacy and cardiotoxicity profile, and to reduce the extend of breast cancer surgery in primary systemic therapy (PST) HER2/neu–positive operable breast cancer patients.   Materials and Methods A total of 152 patients diagnosed from 2010 to 2015 were included in the study. The PST consisted of a sequential regimen of taxanes and anthracyclines plus trastuzumab. The clinical and pathological responses and the type of breast cancer surgery were evaluated and correlated with clinical and biological factors. The cardiotoxicity profile and long-term benefits were analyzed.   Results The median patient age was 47 (37–67) years, with T2 and T3 67 (44.1%) and 85 (55.9%), respectively. Axillary lymph node breast cancer at diagnosis N0 was 104 (68.4%) and N1 and N2 were 28.9% and 2.6%, respectively. A total of 95.7% of patients had nonspecific type of breast cancer, 67% of tumors were hormonal receptor–negative, 75.5% were grade III, 100% Ki67 > 20%, and 90% of tumors were confirmed to be HER2/neu–positive through immunohistochemistry. Following PST, pathological complete response (pCR) rate was achieved in 44.7% evaluable patients. The pCR rate was higher in HR-negative (93.1% vs. 6.9%) cancer and in grade III (86.2%) than in grade I and II (13.8%) cancer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1302,pub.1121967333,10.1093/eurheartj/ehz745.0417,,,P3554CMR Fast-SENC intramyocardial LV & RV segmental strain helps manage cardioprotective therapy in patients exhibiting cardiotoxicity during cancer treatment,""Abstract";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Background;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Cardiotoxicity during cancer treatment has become an acknowledged problem of chemotherapy medications and radiation therapy. Limitations of biomarkers and imaging tests such as echocardiography left ventricular ejection fraction (LVEF) hinder early detection of cardiotoxicity and proactive cardioprotective therapy. Once the heart is unable to compensate for subclinical dysfunction, systemic damage and remodeling occurs increasing the potential for heart failure. Fast-SENC segmental intramyocardial strain (fSENC) is a unique cardiac magnetic resonance imaging (CMR) test that regionally detects subclinical intramyocardial dysfunction in 1 heartbeat. This study evaluates the ability of fSENC to detect subclinical cardiotoxicity and manage cardioprotective therapy in cancer patients.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    This single center, prospective Prefect Study was used to evaluate cardiotoxicity and the impact of cardioprotective therapy in Breast Cancer and Lymphoma patients (NCT03543228). fSENC was acquired with a 1.5T MRI and processed with the MyoStrain software to quantify intramyocardial strain. Segmental strain was measured in three short axis scans (basal, midventricular & apical) with 16LV/6RV longitudinal segments & three long axis scans (2-, 3-, 4-chamber) with 21LV/5RV circumferential segments. fSENC CMR was performed before chemotherapy, during and after anthracycline/taxan therapy, at 1 year follow-up, and as needed in between designated follow-up periods. Cardioprotective therapy was offered to patients meeting the definition of cardiotoxicity by the ESC Guidelines on Cardiotoxicity and/or ESMO Clinical Practice Guidelines or those observing a substantial decline in cardiac function. Comparisons were made with paired t-Test with a 95% confidence interval.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Two hundred eight (208) CMRs were performed in fifty-two (52) patients (44 female). Patients had an average (± stdev) age of 53 (15) yrs, BMI of 26 (5) kg/m2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Figure 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Conclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"                    Segmental fSENC intramyocardial strain detects subclinical cardiotoxicity during chemotherapy and impact of cardioprotective therapy. The ability to serve as a surrogate safety endpoint for chemotherapy or other pharmacological agents, and aid management of cardiotoxicity by serving as a surrogate efficacy endpoint for cardioprotection agents, dosage, and patient compliance may help physicians detect subclinical cardiac dysfunction, and proactively manage cancer patients to avoid early or late heart failure."",,,European Heart Journal,,,,2019-10-01,2019,2019-10-21,2019-10-01,40,Supplement_1,,Closed,Article,""Steen, H";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1272,pub.1159916538,10.1093/ehjci/jead119.429,,,Early effect of contemporary radiotherapy protocol on myocardium in patients with breast cancer assessed with cardiac magnetic resonance,""Abstract  Funding Acknowledgements Type of funding sources: Public hospital(s). Main funding source(s): University Medical Centre Ljubljana Research Grant.   Introduction Early cardiotoxicity of modern radiotherapy (RT) is not known.   Purpose To study the early cardiotoxic effect of contemporary RT on myocardium with cardiac magnetic resonance (CMR) in patients with breast cancer (BC).   Methods Patients with in-situ ductal carcinoma of the breast, scheduled for RT were included. All patients had undergone surgical tumorectomy. Exclusion criteria were prior systemic chemotherapy, prior RT or known cardiac disease. Patients were treated with 3-dimensional conformal RT or intensity-modulated RT, left-sided BC patients were also scheduled for deep inspiration breath hold protocol, if feasible. Patients underwent CMR imaging prior to RT and within 2 weeks after RT. Left and right ventricular volumes and ejection fraction, global native and postcontrast T1 values and T2 values, prior to and after completion of RT were analyzed. All patients provided written informed consent.   Results A total of 40 female patients (mean age 55 ± 7 years) were included, 22 with left-sided BC. The mean radiation dose was 42 Gy. CMR results are presented in Table 1. Left-sided BC patients had statistically significant increase in global T2 values. There were no significant differences in other studied parameters. No patient developed pericardial effusion and no patient had presence of late gadolinium enhancement at both exams.   Conclusion Modern RT of left-sided BC is associated with increased T2 values, most likely representing myocardial edema, early after completion of RT."",,,European Heart Journal - Cardiovascular Imaging,,,,2023-06-19,2023,2023-06-19,2023-06-19,24,Supplement_1,,All OA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1237,pub.1121977569,10.1093/eurheartj/ehz745.0193,,,P3118CMR Fast-SENC intramyocardial LV & RV segmental strain detects cardiotoxicity during oncology treatment and impact of cardioprotection therapy before echocardiography,""Abstract";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Background;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    The incidence of cardiotoxicity during cancer therapy is underestimated due to limitations of current diagnostic tests. Current biomarkers (BNP, NT-pro-BNP, hs-Troponin, etc.) and imaging calculations (e.g. echocardiography) such as left ventricular ejection fraction (LVEF) are currently included in the guidelines to designate cardiotoxicity during cancer therapy. Unfortunately, these diagnostics identify systemic damage in symptomatic patients after the heart is unable to compensate for regional dysfunction. Fast-SENC segmental intramyocardial strain (fSENC) is a unique cardiac magnetic resonance imaging (CMR) test that regionally detects subclinical intramyocardial dysfunction in 1 heartbeat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    This single center, prospective Prefect Study was used to evaluate cardiotoxicity and the impact of cardioprotective therapy in Breast Cancer and Lymphoma patients (NCT03543228). fSENC was acquired with a 1.5T MRI and processed with the software to quantify intramyocardial strain. Segmental strain was measured in three short axis scans (basal, midventricular, apical) with 16 LV/6 RV longitudinal segments & three long axis scans (2-, 3-, 4-chamber) with 21 LV/5 RV circumferential segments. fSENC CMR was performed before chemotherapy, during and after anthracycline/taxane therapy, at 1 year follow-up, and as needed in between designated follow-up periods. Cardioprotective therapy was offered to patients meeting the definition of cardiotoxicity by the ESC Guidelines on Cardiotoxicity and/or ESMO Clinical Practice Guidelines or those observing a substantial decline in cardiac function.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Two hundred eight (208) CMRs were performed in fifty-two (52) patients (44 female). Patients had an average (± stdev) age of 53 (15) yrs, BMI of 26 (5) kg/m2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Figure 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Conclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"                    Segmental fSENC intramyocardial strain detects subclinical dysfunction due to cardiotoxic response of chemotherapy before other biomarkers and imaging modalities. The ability to detect the subclinical cardiotoxicity of chemotherapy agents, or other pharmacological agents that cause or worsen heart failure, enables proactive prescription of cardioprotective medications to avoid tissue remodeling that precedes systemic cardiac dysfunction and worsening of global measures such as LVEF and current biomarkers."",,,European Heart Journal,,,,2019-10-01,2019,2019-10-21,2019-10-01,40,Supplement_1,,Closed,Article,""Steen, H";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1227,pub.1063222881,10.1158/0008-5472.sabcs13-p3-15-11,,,Abstract P3-15-11: Chemotherapy-related fatigue in low cardiac risk breast cancer patients: A sign of cardiotoxicity?,""Abstract BACKGROUND: Fatigue in breast cancer patients receiving chemotherapy is a common occurrence and is related to multiple factors. Limited studies exist regarding fatigue as an early symptom of cardiotoxicity. HYPOTHESIS: Fatigue will occur in a majority of early stage breast cancer patients receiving adjuvant chemotherapy despite normal systolic function by echocardiogram and cardiac magnetic resonance imaging (CMR). METHODS: We prospectively enrolled 20 patients with stage I-IIb breast cancer undergoing adjuvant anthracycline or trastuzumab based chemotherapy. Mean age 49 ± 12 years. Seventeen patients completed all 4 time points. CMR, echocardiography and cardiac biomarkers were obtained at 4 different time-points: baseline, during chemotherapy and then 2 weeks and 6 months after completion of chemotherapy. A heart failure questionnaire was completed at each time point with physical examination. Statistics were analyzed by a linear mixed model. RESULTS: Symptoms of fatigue increased during chemotherapy but did not reach statistical significance (table 1). CMR detected significant increases in LV end-diastolic and end-systolic volumes and a significant decrease LV ejection fraction (table2). Biomarkers of cardiac injury troponin I, c-reactive protein, and brain natriuretic peptide did not change significantly. CONCLUSION: Transient fatigue occurred in a majority of patients during chemotherapy but was not clinically significant. However, transient increases in volumetric size did reach statistical significance and paralleled fatigue symptoms. These changes may indicate early cardiotoxicity. SYMPTOM AND CLINICAL RESPONSE TO CHEMOTHERAPYVariableBaselineAfter 2nd Cycle of Chemotherapy2 Weeks After Last Cycle of Chemotherapy6 Months After Last Cycle of ChemotherapyP ValueSYMPTOMATOLOGY     Fatigue (%)0.0047.3421.0510.530.112Chest Pain (%)5.265.265.265.261.000Palpitations (%)10.5310.535.265.260.392Dyspnea (%)0.0010.5310.530.000.801Edema (%)0.000.005.260.000.392PND (%)0.005.260.000.000.392CLINICAL     SBP (mmHg)118.50 ± 11.06116.00 ± 14.06116.53 ± 12.22114.86 ± 6.930.605DBP (mmHg)71.00 ± 8.0669.89 ± 8.7470.93 ± 8.3571.21 ± 7.840.880PP (mmHg)47.50 ± 11.4946.11 ± 12.7442.75 ± 14.4243.64 ± 8.730.841Weight (kg)72.14 ± 14.3172.44 ± 15.4072.50 ± 14.9470.14 ± 13.090.924 IMAGING AND BIOMARKERS DURING CHEMOTHERAPYVariableBaselineAfter 2nd Cycle of Chemotherapy2 Weeks After Last Cycle of Chemotherapy6 Months After Last Cycle of ChemotherapyP VALUECARDIAC MRI PARAMETERS     EDV (ml/m2)71.03 ± 10.9775.10 ± 10.3476.03 ± 10.8574.74 ± 12.610.070ESV (ml/m2)25.78 ± 6.6328.83 ± 5.3330.82 ± 5.2429.75 ± 6.890.000      EDV (ml)124.73 ± 20.25133.13 ± 22.83136.21 ± 22.20132.214 ± 19.330.035ESV (ml)45.16 ± 11.8851.044 ± 11.0455.09 ± 10.0752.57 ± 11.650.000      MM(at ED) (gm)73.06 ± 11.5172.93 ± 18.1269.90 ± 13.8869.21 ± 15.130.827MM(at ED) (g/m2)41.64 ± 6.7441.11 ± 9.1538.79 ± 5.4938.61 ± 6.650.603            EF (%) (CARDIAC MRI)64.15 ± 5.3061.71 ± 4.3459.37 ± 4.6460.41 ± 5.770.000EF (%) (BIPLANE 2D ECHOCARDIOGRAM)65.38 ± 7.4266.55 ± 6.4061.86 ± 4.8260.57 ± 6.150.051      BIOMARKERS     Troponin I (ng/mL)0.012 ± 0.010.015 ± 0.020.015 ± 0.010.019 ± 0.040.312NTproBNP (pg/L)45.73 ± 49.8940.60 ± 35.8754.91 ± 59.2436.71 ± 32.370.704CRP (mg/L)3.707 ± 4.505.28 ± 6.425.64 ± 10.513.06 ± 4.110.324 Citation Information: Cancer Res 2013";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1109,pub.1133152055,10.1093/ehjci/ehaa946.1222,,,Intramyocardial fast-SENC is less impacted by compensatory mechanisms while monitoring cardiotoxic effects of chemotherapy than echocardiography and conventional CMR: the PREFECT study,""Abstract";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Background;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Cancer treatments (CT) have been shown to occasionally elicit a toxic reaction on the heart. Echocardiography (ECHO) and cardiac magnetic resonance imaging (CMR) have been used to monitor cardiotoxicity through left ventricular ejection fraction (LVEF) and global longitudinal strain (GLS). Fast-SENC (fSENC) CMR testing directly measures intramyocardial contraction to quantify subtle changes in function capable of detecting cardiotoxicity missed by conventional imaging modalities. The PREFECT study compares fast-SENC vs ECHO in terms of sensitivity of predicting and detecting subclinical (sCTX) or clinical cardiotoxicity (cCTX) irrespective of loading conditions or changes in cardiac output.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    A single center, prospective clinical trial of patients receiving anthracycline-based CT had fSENC acquired during CMR exams with a 1.5T scanner. Intramyocardial LV & RV strain was quantified with MyoStrain software. Three short axis scans (basal, midventricular, & apical) were used to calculate peak strain in 16 LV & 6 RV longitudinal segments while three long axis scans (2-, 3-, & 4-chamber) were used to calculate 21 LV & 5 RV circumferential segments.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    63 patients had 323 scans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Conclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Segmental fSENC detected early CT-induced sCTX regardless of loading conditions. ECHO did not detect sCTX potentially due to compensatory mechanisms or acoustic window limitations in breast cancer and lymphoma patients that had less effect on CMR.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                    Figure 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
