,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
1193,1667070017798832133,https://twitter.com/Rizwariryb/statuses/1667070017798832133,Rizwariryb,"""Nantinya pemimpin yang kita harapkan di depan matanya sekian banyak masalah saat ini harus mampu mengatasinya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Nantinya pemimpin yang kita harapkan di depan matanya sekian banyak masalah saat ini harus mampu mengatasinya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:59,0,0,reply,Rizwariryb,2428768339,1667070013378011137,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1194,1667070013378011137,https://twitter.com/Rizwariryb/statuses/1667070013378011137,Rizwariryb,"Dia bilang, Indonesia saat ini butuh pemimpin yang punya pengalaman kepemimpinan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Dia bilang, Indonesia saat ini butuh pemimpin yang punya pengalaman kepemimpinan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:58,0,0,reply,Rizwariryb,2428768339,1667070008827191296,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1195,1667070008827191296,https://twitter.com/Rizwariryb/statuses/1667070008827191296,Rizwariryb,"Adapun, mantan Kepala Badan Intelijen Strategis (BAIS) TNI, Laksamana Muda (Purn) Soleman B Ponto ikut hadir dalam deklarasi tersebut. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Adapun, mantan Kepala Badan Intelijen Strategis (BAIS) TNI, Laksamana Muda (Purn) Soleman B Ponto ikut hadir dalam deklarasi tersebut. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:57,0,0,reply,Rizwariryb,2428768339,1667070004104413184,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1196,1667070004104413184,https://twitter.com/Rizwariryb/statuses/1667070004104413184,Rizwariryb,"""Diperlukan sosok pemimpin yang kuat, pemimpin yang mengetahui tentang strategi perang dan geopolitik internasional,"" ujarnya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Diperlukan sosok pemimpin yang kuat, pemimpin yang mengetahui tentang strategi perang dan geopolitik internasional,"" ujarnya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:56,0,0,reply,Rizwariryb,2428768339,1667069999327105024,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1198,1667069999327105024,https://twitter.com/Rizwariryb/statuses/1667069999327105024,Rizwariryb,"Bagi dia, dengan deklarasi pihaknya bisa menjadikan Indonesia sebagai negara yang semakin kuat menghadapi kondisi global yang sedang tidak stabil. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Bagi dia, dengan deklarasi pihaknya bisa menjadikan Indonesia sebagai negara yang semakin kuat menghadapi kondisi global yang sedang tidak stabil. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:55,0,0,reply,Rizwariryb,2428768339,1667069994709188608,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1200,1667069994709188608,https://twitter.com/Rizwariryb/statuses/1667069994709188608,Rizwariryb,"Andianto menyatakan, waktu deklarasi di tanggal 6 Juni karena bertepatan dengan hari lahir Sang Proklamator Kemerdekaan RI, Bung Karno. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Andianto menyatakan, waktu deklarasi di tanggal 6 Juni karena bertepatan dengan hari lahir Sang Proklamator Kemerdekaan RI, Bung Karno. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:54,0,0,reply,Rizwariryb,2428768339,1667069989554376706,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1202,1667069989554376706,https://twitter.com/Rizwariryb/statuses/1667069989554376706,Rizwariryb,"""Kami bersama dengan Relawan Jokowi bersepakat dan bertekad bulat mendeklarasikan relawan baru, dengan nama Relawan Poros Prabowo Presiden 2024,"" kata Andianto saat deklarasi di Jakarta, Selasa, 6 Juni 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Kami bersama dengan Relawan Jokowi bersepakat dan bertekad bulat mendeklarasikan relawan baru, dengan nama Relawan Poros Prabowo Presiden 2024,"" kata Andianto saat deklarasi di Jakarta, Selasa, 6 Juni 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:52,0,0,reply,Rizwariryb,2428768339,1667069983929798656,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1205,1667069983929798656,https://twitter.com/Rizwariryb/statuses/1667069983929798656,Rizwariryb,"Koordinator Poros Prabowo Presiden, Andianto menyampaikan, pihaknya siap mendukung pemenangan Prabowo Subianto di Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Koordinator Poros Prabowo Presiden, Andianto menyampaikan, pihaknya siap mendukung pemenangan Prabowo Subianto di Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:23:51,0,0,reply,Rizwariryb,2428768339,1667069979479650305,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1207,1667069979479650305,https://twitter.com/Rizwariryb/statuses/1667069979479650305,Rizwariryb,Para relawan itu resmi melakukan deklarasi dengan nama Relawan Poros Prabowo Presiden. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Para relawan itu resmi melakukan deklarasi dengan nama Relawan Poros Prabowo Presiden. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:23:50,0,0,reply,Rizwariryb,2428768339,1667069975562186752,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1209,1667069975562186752,https://twitter.com/Rizwariryb/statuses/1667069975562186752,Rizwariryb,Relawan itu berasal dari simpatisan gabungan pendukung Prabowo dan Jokowi. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Relawan itu berasal dari simpatisan gabungan pendukung Prabowo dan Jokowi. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:23:49,0,0,reply,Rizwariryb,2428768339,1667069970738728961,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1211,1667069970738728961,https://twitter.com/Rizwariryb/statuses/1667069970738728961,Rizwariryb,Ketua Umum Partai Gerindra Prabowo Subianto kembali dapat dukungan dari barisan relawan jelang Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Ketua Umum Partai Gerindra Prabowo Subianto kembali dapat dukungan dari barisan relawan jelang Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:23:48,0,0,reply,Rizwariryb,2428768339,1667069965206425600,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1216,1667069957790896129,https://twitter.com/Rizwariryb/statuses/1667069957790896129,Rizwariryb,"Siap Menangkan Prabowo, Relawan: RI Perlu Sosok Pemimpin Kuat dan Paham Geopolitik

#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto https://t.co/8qm1IGKA8B","Siap Menangkan Prabowo, Relawan: RI Perlu Sosok Pemimpin Kuat dan Paham Geopolitik

#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto https://t.co/8qm1IGKA8B",2023-06-09 03:23:45,0,0,original,,0,0,,0,0,2428768339,https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_normal.jpg,17579,235,84,2014-04-05 07:36:33,Jakarta Selatan,Prabowo Subianto,neutral
1303,1667069651468292096,https://twitter.com/golbachgoals/statuses/1667069651468292096,golbachgoals,"Yang terbaru, Anies bahkan diancam secara terbuka oleh Partai Demokrat agar segera mengumumkan Cawapres, karena menurut Partai Demokrat, semakin merosotnya elektabilitas Anies karena belum diumumkannya nama Cawapres. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Yang terbaru, Anies bahkan diancam secara terbuka oleh Partai Demokrat agar segera mengumumkan Cawapres, karena menurut Partai Demokrat, semakin merosotnya elektabilitas Anies karena belum diumumkannya nama Cawapres. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:32,0,0,reply,golbachgoals,909824927695589376,1667069647798292481,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,negative
1304,1667069647798292481,https://twitter.com/golbachgoals/statuses/1667069647798292481,golbachgoals,"""Sedangkan Anies Baswedan bukan kader Partai, sehingga ia sering kebingungan mengikuti kepentingan politik dari tiga partai pengusungnya,"" papar Hariqo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Sedangkan Anies Baswedan bukan kader Partai, sehingga ia sering kebingungan mengikuti kepentingan politik dari tiga partai pengusungnya,"" papar Hariqo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:31,0,0,reply,golbachgoals,909824927695589376,1667069644883267584,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1306,1667069641901084674,https://twitter.com/golbachgoals/statuses/1667069641901084674,golbachgoals,Ganjar Petugas Partai #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Ganjar Petugas Partai #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:22:29,0,0,reply,golbachgoals,909824927695589376,1667069639158042624,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1308,1667069639158042624,https://twitter.com/golbachgoals/statuses/1667069639158042624,golbachgoals,"Dan kalau Anies yang bicara, boleh jadi itu titipan dari para petinggi partai pendukungnya,"" ujar Hariqo Satria. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Dan kalau Anies yang bicara, boleh jadi itu titipan dari para petinggi partai pendukungnya,"" ujar Hariqo Satria. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:29,0,0,reply,golbachgoals,909824927695589376,1667069635743854593,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1310,1667069635743854593,https://twitter.com/golbachgoals/statuses/1667069635743854593,golbachgoals,"""Jadi, kalau Prabowo bicara, ya, itu Prabowo. Kalau Ganjar yang bicara, bisa jadi itu titahnya Megawati, pesanan petinggi partai atau konsultannya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Jadi, kalau Prabowo bicara, ya, itu Prabowo. Kalau Ganjar yang bicara, bisa jadi itu titahnya Megawati, pesanan petinggi partai atau konsultannya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:28,0,0,reply,golbachgoals,909824927695589376,1667069631981563905,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1312,1667069631981563905,https://twitter.com/golbachgoals/statuses/1667069631981563905,golbachgoals,"Terakhir, kata Hariqo, Prabowo lebih merdeka dibanding Ganjar dan Anies Baswedan. Masyarakat pun dinilainya lebih menghayati perkataan Prabowo ketimbang Ganjar dan Anies. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Terakhir, kata Hariqo, Prabowo lebih merdeka dibanding Ganjar dan Anies Baswedan. Masyarakat pun dinilainya lebih menghayati perkataan Prabowo ketimbang Ganjar dan Anies. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:27,0,0,reply,golbachgoals,909824927695589376,1667069628940709888,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1313,1667069628940709888,https://twitter.com/golbachgoals/statuses/1667069628940709888,golbachgoals,"""Ini akan berpengaruh pada cara setiap orang, tim sukses, relawan berjuang di media sosial, di darat dan bisa jadi di TPS nanti."" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Ini akan berpengaruh pada cara setiap orang, tim sukses, relawan berjuang di media sosial, di darat dan bisa jadi di TPS nanti."" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:26,0,0,reply,golbachgoals,909824927695589376,1667069625744654336,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,positive
1315,1667069625744654336,https://twitter.com/golbachgoals/statuses/1667069625744654336,golbachgoals,"Hariqo berpendapat. pernyataan Prabowo yang menyebut Anies dan Ganjar sahabat, telah nempel di benak masyarakat dan semangat perdamaian serta persaudaraan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Hariqo berpendapat. pernyataan Prabowo yang menyebut Anies dan Ganjar sahabat, telah nempel di benak masyarakat dan semangat perdamaian serta persaudaraan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:26,0,0,reply,golbachgoals,909824927695589376,1667069621986545664,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1316,1667069621986545664,https://twitter.com/golbachgoals/statuses/1667069621986545664,golbachgoals,"Kedua, ucapnya, masyarakat ingin pemilu 2024 berjalan damai dan berkualitas. Hal ini pun seperti yang selalu diinginkan Prabowo Subianto di pelbagai tempat dan kesempatan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Kedua, ucapnya, masyarakat ingin pemilu 2024 berjalan damai dan berkualitas. Hal ini pun seperti yang selalu diinginkan Prabowo Subianto di pelbagai tempat dan kesempatan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:25,0,0,reply,golbachgoals,909824927695589376,1667069618505256962,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,positive
1318,1667069618505256962,https://twitter.com/golbachgoals/statuses/1667069618505256962,golbachgoals,"""Sudjiwo Tedjo pernah menyampaikan dari tiga capres, yang apa adanya, yang paling tidak plastik, hanya Prabowo Subianto,"" papar alumnus Pascasarjana Universitas Paramadina ini. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Sudjiwo Tedjo pernah menyampaikan dari tiga capres, yang apa adanya, yang paling tidak plastik, hanya Prabowo Subianto,"" papar alumnus Pascasarjana Universitas Paramadina ini. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:24,0,0,reply,golbachgoals,909824927695589376,1667069615606992902,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1319,1667069615606992902,https://twitter.com/golbachgoals/statuses/1667069615606992902,golbachgoals,"Menurutnya, keaslian Prabowo ini, yang tampil apa adanya, pernah disampaikan Budayawan Sudjiwo Tedjo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Menurutnya, keaslian Prabowo ini, yang tampil apa adanya, pernah disampaikan Budayawan Sudjiwo Tedjo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:23,0,0,reply,golbachgoals,909824927695589376,1667069613002358785,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1321,1667069613002358785,https://twitter.com/golbachgoals/statuses/1667069613002358785,golbachgoals,"""Pertama, di media sosial, Anies ingin terlihat nasionalis, dan Ganjar ingin terlihat agamis. Sedangkan Prabowo lebih otentik,"" kata Hariqo Satria dalam keterangan persnya, Rabu (7/6/2023). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Pertama, di media sosial, Anies ingin terlihat nasionalis, dan Ganjar ingin terlihat agamis. Sedangkan Prabowo lebih otentik,"" kata Hariqo Satria dalam keterangan persnya, Rabu (7/6/2023). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:22:23,0,0,reply,golbachgoals,909824927695589376,1667069610351538177,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1322,1667069610351538177,https://twitter.com/golbachgoals/statuses/1667069610351538177,golbachgoals,"Direktur Eksekutif Komunikonten Hariqo Wibawa Satria menyampaikan, ada tiga alasan kenapa bakal calon presiden Prabowo Subianto lebih unggul dari bakal capres Ganjar Pranowo dan Anies Baswedan, merujuk beberapa hasil survei terakhir. #PrabowoUntukIndonesia #NeruskePakdhe","Direktur Eksekutif Komunikonten Hariqo Wibawa Satria menyampaikan, ada tiga alasan kenapa bakal calon presiden Prabowo Subianto lebih unggul dari bakal capres Ganjar Pranowo dan Anies Baswedan, merujuk beberapa hasil survei terakhir. #PrabowoUntukIndonesia #NeruskePakdhe",2023-06-09 03:22:22,0,0,reply,golbachgoals,909824927695589376,1667069606723485697,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1324,1667069606723485697,https://twitter.com/golbachgoals/statuses/1667069606723485697,golbachgoals,"3 Alasan Survei Prabowo Unggul dari Ganjar dan Anies Baswedan versi Komunikonten
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/AuzAsknsjG","3 Alasan Survei Prabowo Unggul dari Ganjar dan Anies Baswedan versi Komunikonten
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/AuzAsknsjG",2023-06-09 03:22:21,0,0,original,,0,0,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1369,1667069158583050242,https://twitter.com/golbachgoals/statuses/1667069158583050242,golbachgoals,"LSI Denny JA menggelar surveinya sepanjang 3-14 Mei 2023. Melibatkan 1.200 responden dari seluruh Indonesia, survei ini dilakukan dengan teknik pengumpulan data wawancara tatap muka menggunakan kuesioner. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","LSI Denny JA menggelar surveinya sepanjang 3-14 Mei 2023. Melibatkan 1.200 responden dari seluruh Indonesia, survei ini dilakukan dengan teknik pengumpulan data wawancara tatap muka menggunakan kuesioner. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:34,0,0,reply,golbachgoals,909824927695589376,1667069156393635840,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1370,1667069156393635840,https://twitter.com/golbachgoals/statuses/1667069156393635840,golbachgoals,"Hasilnya, sebanyak 56,4 persen masyarakat dengan pendidikan di bawah sekolah dasar lebih memilih Prabowo ketimbang Ganjar yang hanya memperoleh 37,1 persen dukungan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Hasilnya, sebanyak 56,4 persen masyarakat dengan pendidikan di bawah sekolah dasar lebih memilih Prabowo ketimbang Ganjar yang hanya memperoleh 37,1 persen dukungan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:34,0,0,reply,golbachgoals,909824927695589376,1667069153759629312,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1371,1667069153759629312,https://twitter.com/golbachgoals/statuses/1667069153759629312,golbachgoals,"""Sedangkan migrasi suara Anies ke Pak Ganjar Pranowo ini hanya 25,4 persen,"" jelasnya. Lebih lanjut, Ade juga menampilkan hasil temuannya tentang segmen masyarakat yang mendukunga kedua nama dalam laga Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Sedangkan migrasi suara Anies ke Pak Ganjar Pranowo ini hanya 25,4 persen,"" jelasnya. Lebih lanjut, Ade juga menampilkan hasil temuannya tentang segmen masyarakat yang mendukunga kedua nama dalam laga Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:33,0,0,reply,golbachgoals,909824927695589376,1667069150852976640,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1372,1667069150852976640,https://twitter.com/golbachgoals/statuses/1667069150852976640,golbachgoals,"Ia mengatakan, mayoritas pendukung Anies, yakni sebanyak 50,8 persen meyakini Prabowo dapat melanjutkan kepemimpinan Presiden Joko Widodo (Jokowi). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Ia mengatakan, mayoritas pendukung Anies, yakni sebanyak 50,8 persen meyakini Prabowo dapat melanjutkan kepemimpinan Presiden Joko Widodo (Jokowi). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:32,0,0,reply,golbachgoals,909824927695589376,1667069148311191552,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1373,1667069148311191552,https://twitter.com/golbachgoals/statuses/1667069148311191552,golbachgoals,Ade pun menyebut migrasi suara pendukung Anies yang berpotensi gagal nyapres lantaran masalah internal partai pendukungnya menjadi salah satu faktor makin kokohnya elektabilitas Prabowo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Ade pun menyebut migrasi suara pendukung Anies yang berpotensi gagal nyapres lantaran masalah internal partai pendukungnya menjadi salah satu faktor makin kokohnya elektabilitas Prabowo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:20:32,0,0,reply,golbachgoals,909824927695589376,1667069145559752704,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1374,1667069145559752704,https://twitter.com/golbachgoals/statuses/1667069145559752704,golbachgoals,"""Jadi memang cukup tebal marjinnya sebanyak 7,2 persen selisihnya,"" sambungnya.  #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Jadi memang cukup tebal marjinnya sebanyak 7,2 persen selisihnya,"" sambungnya.  #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:31,0,0,reply,golbachgoals,909824927695589376,1667069143017992194,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1375,1667069143017992194,https://twitter.com/golbachgoals/statuses/1667069143017992194,golbachgoals,ujar Ade dalam rilis survei bertajuk Jika Anies Gagal Tiket Capres tersebut. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,ujar Ade dalam rilis survei bertajuk Jika Anies Gagal Tiket Capres tersebut. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:20:30,0,0,reply,golbachgoals,909824927695589376,1667069140232974337,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1376,1667069140232974337,https://twitter.com/golbachgoals/statuses/1667069140232974337,golbachgoals,"""Bila ada dua calon yang bertarung saat ini, Pak Prabowo Subianto unggul sebanyak 50,4 persen dukungan dibanding Pak Ganjar Pranowo yang hanya sebesar 43,2 persen,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Bila ada dua calon yang bertarung saat ini, Pak Prabowo Subianto unggul sebanyak 50,4 persen dukungan dibanding Pak Ganjar Pranowo yang hanya sebesar 43,2 persen,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:30,0,0,reply,golbachgoals,909824927695589376,1667069137900961798,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1377,1667069137900961798,https://twitter.com/golbachgoals/statuses/1667069137900961798,golbachgoals,"Peneliti LSI Denny JA, Ade Mulyana memaparkan, angka keterpilihan Prabowo menyentuh angka 50,4 persen dan melesat meninggalkan Ganjar yang memperoleh dukungan sebanyak 43,2 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Peneliti LSI Denny JA, Ade Mulyana memaparkan, angka keterpilihan Prabowo menyentuh angka 50,4 persen dan melesat meninggalkan Ganjar yang memperoleh dukungan sebanyak 43,2 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:29,0,0,reply,golbachgoals,909824927695589376,1667069135602475008,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
